,工作名称,工作城市,工作地点,工作公司,工作薪资,最大薪资(K),最小薪资(K),平均工资(K),工作学历,工作标签,工作经验,招聘详情页链接
1133,云平台开发工程师,杭州,杭州·滨江区·浦沿,东方通信,7-10K·13薪,10,7,8.5,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/65e8cc6fb2f6b9970XN52tm8.html
1134,Python后端开发工程师,杭州,杭州,中通服,9-14K,14,9,11.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/30ae84c4c3b8fbd40XN629i_.html
1135,软件开发工程师,杭州,杭州·西湖区·文一西路,华云科技,8-11K·15薪,11,8,9.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/92725fdb4d459f8f1XVz2tW7.html
1136,基础架构 Serverless/FaaS 研发工程师,杭州,杭州·余杭区·五常,今日头条,25-50K·15薪,50,25,37.5,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1137,Python开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,20-40K·16薪,40,20,30.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1138,工程效率研发工程师,杭州,杭州·滨江区·星光大道,华为,18-27K,27,18,22.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1139,python开发工程师,杭州,杭州·滨江区·长河,软通动力信息技术集团,13-26K,26,13,19.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1140,软件工程师（光刻）,杭州,杭州·余杭区·老余杭,之江实验室,15-28K·15薪,28,15,21.5,硕士,学术/科研,经验不限,https://www.zhipin.com/gongsi/2dfecbfff23871ab1Hdy09W_EA~~.html
1141,软件工程师，量子计算-达摩院量子实验室,杭州,杭州·余杭区·五常,阿里巴巴集团,35-65K·13薪,65,35,50.0,不限,互联网,经验不限,https://www.zhipin.com/gongsi/5d627415a46b4a750nJ9.html
1142,后台开发工程师-工程效率,杭州,杭州·余杭区·五常,北京字节跳动,30-60K·15薪,60,30,45.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
1143,Python 开发工程师—工程生产力,杭州,杭州·西湖区·西溪,涂鸦智能,15-30K·15薪,30,15,22.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/dbc073226b21d2830Hx93d67.html
1144,Python,杭州,杭州·钱塘区·高沙商业街,杭州克勤,12-18K,18,12,15.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/8311921b7b4091cf1HJ63Nu6.html
1146,Python开发工程师,杭州,杭州·滨江区·长河,安恒信息,14-20K,20,14,17.0,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/7181a3f0481f641b1HZ_29U~.html
1148,后端开发工程师,杭州,杭州·西湖区·西溪,麒盛科技,15-25K·14薪,25,15,20.0,本科,机械设备/机电/重工,3-5年,https://www.zhipin.com/gongsi/fa35f4f89f12391b1XV43NW1Fw~~.html
1149,python后端开发,杭州,杭州·拱墅区·古墩路,美创科技,15-19K·13薪,19,15,17.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/8ff8277c1d4d83e51XF439i6EA~~.html
1150,Python开发工程师,杭州,杭州·余杭区·五常,博彦科技,12-16K·13薪,16,12,14.0,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1151,python,杭州,杭州·余杭区·五常,武汉佰钧成技术,11-19K,19,11,15.0,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/71bcdc1198f6c83703J70tq8.html
1152,python开发,杭州,杭州·萧山区·北干,云豆豆,6-11K·14薪,11,6,8.5,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/359df6f3c77ecd671nx839i0GFY~.html
1153,Python开发,杭州,杭州·上城区·西湖,浙江优创,10-13K,13,10,11.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2f5f88c9896c15ed1nV-09-4.html
1154,编程老师（双休+六险一金）,杭州,杭州·拱墅区·建国路,新东方,10-15K,15,10,12.5,大专,在线教育,经验不限,https://www.zhipin.com/gongsi/78d37a40ee3fb9150HVz39S5Ew~~.html
1155,Python,杭州,杭州·富阳区·野生动物园,国自机器人,10-15K,15,10,12.5,本科,仪器仪表/工业自动化,1-3年,https://www.zhipin.com/gongsi/94737f6ff0ad577d1nZ70ty5FFM~.html
1158,后端开发工程师-基础架构,杭州,杭州·余杭区·五常,今日头条,20-40K·15薪,40,20,30.0,本科,移动互联网,在校/应届,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1159,Python开发工程师（Python/Go）,杭州,杭州·滨江区·长河,华为技术有限公司,20-40K·16薪,40,20,30.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1160,Python开发工程师,杭州,杭州·滨江区·长河,华为,23-30K,30,23,26.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1161,python开发（华为外包岗位）,杭州,杭州·滨江区·长河,软通动力信息技术集团,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1162,全栈开发工程师,杭州,杭州·余杭区·老余杭,之江实验室,15-27K·13薪,27,15,21.0,硕士,学术/科研,经验不限,https://www.zhipin.com/gongsi/2dfecbfff23871ab1Hdy09W_EA~~.html
1163,python开发工程师,杭州,杭州·西湖区·西溪,涂鸦智能,15-30K·15薪,30,15,22.5,本科,互联网,经验不限,https://www.zhipin.com/gongsi/dbc073226b21d2830Hx93d67.html
1164,Python高级开发工程师,杭州,杭州·西湖区·转塘,阿里巴巴集团,30-60K,60,30,45.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/5d627415a46b4a750nJ9.html
1165,高级爬虫工程师,杭州,杭州·余杭区·五常,北京字节跳动,30-60K·15薪,60,30,45.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
1166,python/java开发工程师,杭州,杭州·余杭区·仓前,阿里云,25-50K·16薪,50,25,37.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/25c288dec22fec7c1nV8296_.html
1167,python开发,杭州,杭州·余杭区·五常,博彦科技,15-20K,20,15,17.5,不限,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1168,python开发工程师,杭州,杭州·拱墅区·城西银泰城,美创科技,15-20K·13薪,20,15,17.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/8ff8277c1d4d83e51XF439i6EA~~.html
1169,少儿Python教师（双休+六险一金）,杭州,杭州·西湖区·文二路,新东方,10-15K,15,10,12.5,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/78d37a40ee3fb9150HVz39S5Ew~~.html
1170,Python开发工程师,杭州,杭州·富阳区·野生动物园,国自机器人,10-15K·14薪,15,10,12.5,本科,仪器仪表/工业自动化,1-3年,https://www.zhipin.com/gongsi/94737f6ff0ad577d1nZ70ty5FFM~.html
1171,Python,杭州,杭州·滨江区·长河,华为技术有限公司,15-25K,25,15,20.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1172,Python开发工程师,杭州,杭州·滨江区·长河,华为,20-30K,30,20,25.0,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1173,高级后端开发工程师-数据建设方向,杭州,杭州,今日头条,30-60K·15薪,60,30,45.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1174,软件开发实习生,杭州,杭州·滨江区·浦沿,NOKIA,1-3K,3,1,2.0,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/e61cff6f529e1a2203V7396_.html
1175,高级后端研发工程师,杭州,杭州·余杭区·五常,北京字节跳动,25-50K·15薪,50,25,37.5,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
1176,python开发,杭州,杭州·上城区·西湖,浙江优创,8-12K,12,8,10.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2f5f88c9896c15ed1nV-09-4.html
1177,Python开发专家,杭州,杭州·西湖区·转塘,阿里云,25-50K,50,25,37.5,本科,互联网,5-10年,https://www.zhipin.com/gongsi/25c288dec22fec7c1nV8296_.html
1178,Python开发工程师,杭州,杭州·滨江区·长河,软通动力信息技术集团,12-20K,20,12,16.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1179,Python开发工程师,杭州,杭州·余杭区·仓前,博彦科技,14-18K·13薪,18,14,16.0,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1180,软件工程师（python）,杭州,杭州·富阳区·野生动物园,国自机器人,9-14K·14薪,14,9,11.5,本科,仪器仪表/工业自动化,在校/应届,https://www.zhipin.com/gongsi/94737f6ff0ad577d1nZ70ty5FFM~.html
1181,淘宝-物联网python高级开发/专家,杭州,杭州·余杭区·五常,阿里巴巴集团,20-40K·16薪,40,20,30.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/5d627415a46b4a750nJ9.html
1182,Python软件开发工程师(OD),杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1183,高级爬虫工程师,杭州,杭州,今日头条,20-40K·15薪,40,20,30.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1184,软件开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,18-35K·16薪,35,18,26.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1185,Python/C/C++,杭州,杭州·滨江区·长河,软通动力信息技术集团,15-20K,20,15,17.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1186,Python开发工程师,杭州,杭州·西湖区·转塘,博彦科技,11-18K,18,11,14.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1187,Python开发工程师,杭州,杭州·西湖区·西溪,涂鸦智能,15-30K·15薪,30,15,22.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/dbc073226b21d2830Hx93d67.html
1188,云计算开发工程师,杭州,杭州·滨江区·长河,华为,12-24K,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1189,后端开发工程师-电商数据建设,杭州,杭州,今日头条,25-50K·15薪,50,25,37.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1190,系统开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1192,python开发,杭州,杭州·滨江区·长河,软通动力信息技术集团,10-15K,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1193,AI算法工程师（包三餐，免费班车，双休）,杭州,杭州·滨江区·长河,博彦科技,10-15K·13薪,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1194,云网络研发SE\工程师,杭州,杭州·滨江区·星光大道,华为,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1195,Python开发工程师-电商,杭州,杭州·余杭区·五常,今日头条,30-60K·15薪,60,30,45.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1196,AI开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,15-30K·16薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1198,python开发,杭州,杭州,软通动力信息技术集团,10-15K,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
1199,python高级软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1200,高级后端开发工程师-电商,杭州,杭州,今日头条,30-50K·15薪,50,30,40.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
1201,软件开发工程师（Python）,杭州,杭州·滨江区·长河,华为技术有限公司,15-30K·14薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1202,5G软件开发工程师,杭州,杭州,华为,20-35K,35,20,27.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1203,鲲鹏云计算软件开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,15-30K·15薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1204,云计算软件研发工程师,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1205,软件开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,15-30K·16薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1206,系统软件工程师,杭州,杭州·滨江区·长河,华为,12-24K·14薪,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1207,Python高级开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,20-40K,40,20,30.0,不限,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1208,Python开发,杭州,杭州·滨江区·长河,华为,20-40K·14薪,40,20,30.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1209,软件开发工程师（Python）,杭州,杭州·滨江区·长河,华为技术有限公司,15-30K·14薪,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1210,持续集成工程师,杭州,杭州·滨江区·长河,华为,13-26K·16薪,26,13,19.5,本科,计算机软件,5-10年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1211,Python,杭州,杭州·滨江区·长河,华为技术有限公司,17-30K,30,17,23.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1212,python开发,杭州,杭州·滨江区·长河,华为,19-35K·15薪,35,19,27.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1213,华为云计算IaaS软件开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,13-26K·13薪,26,13,19.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1214,Python,杭州,杭州·滨江区·长河,华为,13-26K·15薪,26,13,19.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1215,Python开发工程师,杭州,杭州·滨江区·长河,华为技术有限公司,15-16K,16,15,15.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1216,云计算高级研发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1217,Python,杭州,杭州·滨江区·长河,华为技术有限公司,15-25K·15薪,25,15,20.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1218,构建和开发工程师,杭州,杭州·滨江区·长河,华为,20-40K·16薪,40,20,30.0,本科,计算机软件,1年以内,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1219,Python,杭州,杭州·滨江区·长河,华为,15-25K·16薪,25,15,20.0,硕士,计算机软件,1年以内,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1220,python开发（AI软件）,杭州,杭州,华为技术有限公司,16-30K,30,16,23.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1221,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·13薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1222,python开发,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1223,通用软件开发工程师,杭州,杭州,华为,18-35K·16薪,35,18,26.5,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1224,云计算开发工程师,杭州,杭州,华为,18-35K·16薪,35,18,26.5,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1225,Python开发工程师,杭州,杭州·滨江区·长河,华为,18-35K·14薪,35,18,26.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1226,Python后端开发工程师,杭州,杭州·滨江区·长河,华为,18-35K·14薪,35,18,26.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1227,测试工程师,杭州,杭州·滨江区·长河,华为,15-30K·15薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1228,鲲鹏应用软件开发工程师,杭州,杭州·滨江区·长河,华为,13-26K,26,13,19.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1229,通用软件开发工程师,杭州,杭州·滨江区·长河,华为,35-40K·15薪,40,35,37.5,硕士,计算机软件,5-10年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1230,Python/C/C++开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1231,鲲鹏应用软件开发工程师,杭州,杭州·滨江区·西兴,华为,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1232,留学生校招-后端开发,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1233,华为校招-软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1234,Atlas人工智能计算平台算子开发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1235,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1236,Python开发工程师,杭州,杭州·滨江区·长河,华为,13-26K,26,13,19.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1237,Python,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1238,鲲鹏应用软件开发工程师,杭州,杭州·滨江区·长河,华为,20-25K,25,20,22.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1239,软件开发工程师,杭州,杭州·滨江区·长河,华为,11-22K,22,11,16.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1240,python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1241,Python,杭州,杭州·滨江区·长河,华为,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1242,云网络研发SE\工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
